<<<<<<< HEAD
,CH1,CH2,CH3,CH4
0,-263,23168,0,-765
1,1,23040,-256,-514
2,-512,22912,-1,-768
3,-385,22912,-389,-640
4,-259,22912,-382,-514
5,-2,23168,255,-254
6,-128,22784,-129,-764
7,0,23167,384,-513
8,-128,22911,-256,-512
9,0,23041,-381,-640
10,-127,22782,2,-128
11,0,22528,128,-644
12,-377,22782,7,-1026
13,-260,23167,-386,-256
14,0,22913,256,-386
15,-256,23425,255,-770
16,-383,23295,126,-899
17,-515,23165,-258,-1021
18,-6,22654,-256,-128
19,-132,22783,-132,-897
20,-255,22655,127,-128
21,-131,23043,0,-1152
22,-385,23168,129,-639
23,-124,23038,-3,-1153
24,-129,22656,-128,-382
25,-128,23038,1,-639
26,-252,23044,0,-761
27,-385,23040,0,-1280
28,-128,23167,0,-1149
29,-513,22907,-128,-763
30,-3,22786,129,-513
31,-126,23040,0,-770
32,-129,22911,0,-896
33,-383,23168,128,-896
34,-129,22783,127,-633
35,-384,23045,-2,-126
36,-128,23163,0,-393
37,-386,22526,129,-765
38,6,22913,256,-385
39,4,22911,1,-1018
40,-511,23042,0,-1152
41,-256,22906,0,-382
42,-128,22401,134,-521
43,-257,23042,382,-1023
44,-251,23168,-128,-255
45,-512,23038,-1,-763
46,-255,23423,-1,-770
47,-387,23166,128,-767
48,-248,23039,0,-641
49,127,22911,0,-891
50,-258,22913,0,-126
51,-256,23168,0,-513
52,-515,22913,128,-385
53,254,23040,0,-262
54,2,22910,-1,-1157
55,-256,22912,-260,-632
56,-256,23173,-254,-379
57,257,23422,385,-1
58,-506,22656,4,-512
59,-506,23166,-3,1
60,-124,22655,-1,-896
61,-266,22914,-257,-896
62,-508,22910,-127,-1279
63,-125,23042,2,-638
64,-386,23424,126,-644
65,-516,23046,-129,-514
66,-3,22911,128,-256
67,0,23167,-258,-640
68,0,22781,-382,-249
69,-127,22911,-128,-8
70,-380,22655,-256,-898
71,-517,22784,0,-512
72,-127,22780,-255,-897
73,-396,23424,-256,-638
74,-501,22909,-128,-637
75,-136,22665,-387,-256
76,-637,23553,-512,-642
77,1,22912,-256,-380
78,-507,22910,0,-512
79,-131,23296,1,-1026
80,-256,22910,0,-512
81,-128,22913,0,-899
82,-382,23169,0,-1280
83,-637,23166,-1,-896
84,-529,22656,-128,-640
85,385,23169,255,-515
86,-134,22528,2,-384
87,-129,22922,-254,-901
88,-511,23167,131,-1151
89,-127,23040,-2,-759
90,-384,23038,-256,-390
91,0,22656,1,-1022
92,-250,23040,0,-128
93,-512,22656,0,-775
94,-385,23041,-128,-1157
95,-384,22911,129,-1268
96,-384,22915,255,-384
97,-513,23168,0,-896
98,-255,22656,-6,-512
99,-260,23040,384,-1662
100,-376,23035,-2,-636
101,-2,22785,2,-643
102,-385,23298,0,-642
103,-130,23040,-130,-1024
104,-512,23040,-256,-512
105,-137,23295,-128,-764
106,-123,23038,-257,-896
107,-512,22785,0,-636
108,-257,23043,-256,-128
109,-385,23040,0,-389
110,-129,23040,-256,-770
111,-380,22910,-1,-640
112,-384,23166,-2,-259
113,-256,22915,128,-256
114,-257,22655,-128,-509
115,-385,22656,-129,-1023
116,-515,22523,130,-898
117,-640,23295,-256,-767
118,-10,22791,121,-534
